N°_PERRO;MES_FOTO;ANHO_FOTO;ZONA;DISTRITO;CODIGO_PERRO;VINCULO;LATITUD ;LONGITUD;BUSCADOR;DUPLICADO_BUSCADOR;DUPLICADO_ZONA;DUPLICADO_ENTRE_ZONAS;FUERA_FECHA;DENTRO_CASA;FUERA_ZONA;BUSQUEDA
3;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/nNy6CxQjzfoCX2au7;;;2;;;;;;;D
4;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/5M1oVfM93nhxWKtGA;;;2;;;;;;;D
5;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/aQSRBn4he5dndpWD9;;;2;;;;;;;D
6;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/kBAtGq4Ywtf7ZWyU8;;;2;;;;;;;D
7;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/VMr5kG6a8wqb5D616;;;2;;;;;;;D
8;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/6X4tR8oKf2QoSRAL9;;;2;;;;;;;D
9;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/HQkRp2ZJDaVgXWZs7;;;2;;;;;;;D
10;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/82NYdJ6Kk6PPX7f5A;;;2;;;;;;;D
11;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/8bscuVsbYUrXK2qF6;;;2;;;;;;;D
12;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/AyeiShuTTmtNftQ66;;;2;;;;;;;D
13;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/ew5NJieSdhiZzXHb6;;;2;;;;;;;D
14;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/zSby6r6yR6J4vEA59;;;2;;;;;;;D
15;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/pDTet6RqseMC1efT8;;;2;;;;;;;D
16;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/aTKwnARBq7XB9btdA;;;2;;;;;;;D
17;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/trU6awtUrwYqHUBd8;;;2;;;;;;;D
18;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/V3gU2xepRLKvbc6J9;;;2;;;;;;;D
19;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/DzbS8eBpswGYisJE6;;;2;;;;;;;D
20;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/qqbgYiqZgJhwc6jE6;;;2;;;;;;;D
21;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/QwbkAJ7DW7zeiJLD8;;;2;;;;;;;D
22;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/FfrsehFKh7t1a7jX6;;;2;;;;;;;D
23;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/p8FiA9U2qGNuaPNL9;;;2;;;;;;;D
24;SEPTIEMBRE;2013;AVIS GARCILAZO DE LA VEGA;ALTO SELVA ALEGRE;;https://goo.gl/maps/rri4RCXZjT4tmbVE9;;;2;;;;;;;D
1;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.1;https://goo.gl/maps/6L1T8hn6LRrkqyWw5;-16.372310°;-71.527240°;5;0;1;1;0;0;0;D
2;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.2;https://goo.gl/maps/t289FryhjVYMpBSp7;-16.372438°;-71.527322°;5;0;1;1;0;0;0;D
3;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.24;https://goo.gl/maps/waJ6KhPiP2hLEZbWA;-16.372459°;-71.526831°;5;0;1;0;0;0;0;D
4;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.6;https://goo.gl/maps/8QG63uVWQDUhychK9;-16.371977°;-71.526376°;5;0;1;0;0;0;0;D
5;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.7;https://goo.gl/maps/eSQ5G5QE8ocznM3Y6;-16.371769°;-71.526216°;5;0;1;0;0;0;0;D
6;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.8;https://goo.gl/maps/G6AdnYhd9HzPw2QL8;-16.371764°;-71.526215°;5;0;1;0;0;0;0;D
7;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.9;https://goo.gl/maps/Um6FzpyD3QhAjqai7;-16.371760°;-71.526210°;5;0;1;0;0;0;0;D
8;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.10;https://goo.gl/maps/UQLBzEPCNHPsHp9J6;-16.371756°;-71.526209°;5;0;1;0;0;0;0;D
9;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.12;https://goo.gl/maps/97WQ45CJSevUnRHT6;-16.371608°;-71.526077°;5;0;1;0;0;0;0;D
10;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.13;https://goo.gl/maps/prv3mTJA5hDY1q4MA;-16.371651°;-71.525992°;5;0;1;0;0;0;0;D
11;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.14;https://goo.gl/maps/q87NigXJAeAfonzn9;-16.371843°;-71.525711°;5;0;1;0;0;0;0;D
12;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.16;https://goo.gl/maps/5vtSy5HVxXyFrz2PA;-16.371689°;-71.525352°;5;0;1;0;0;0;0;D
13;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.17;https://goo.gl/maps/MjeN6JZZnQ9hmKdt9;-16.371351°;-71.524309°;5;0;1;0;0;0;0;D
14;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.18;https://goo.gl/maps/duh8vb8sNmzBbqtn7;-16.371575°;-71.524542°;5;0;1;0;0;0;0;D
15;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.19;https://goo.gl/maps/zyiPLwspA7aGdGjL7;-16.372065°;-71.525190°;5;0;1;0;0;0;0;D
16;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.23;https://goo.gl/maps/tU9uNsqQpXdWkQoq9;-16.372465°;-71.526313°;5;0;1;0;0;0;0;D
17;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;;https://goo.gl/maps/LKFtxvPWXuFu8xmR8;;;5;0;0;0;0;0;1;D
18;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.25;https://goo.gl/maps/HkNVbN36Fbrt5LuT8;-16.370703°;-71.525089°;5;0;1;0;0;0;0;D
19;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.4;https://goo.gl/maps/FAooUXok2GGmzBQe6;-16.371308°;-71.526468°;5;0;1;1;0;0;0;D
20;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.3;https://goo.gl/maps/G6FyFXbPGUJaUWcb6;-16.371801°;-71.526870°;5;0;1;1;0;0;0;D
1;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;;https://goo.gl/maps/W4Jao8nu4QArT1wH7;;;1;0;0;0;0;0;1;D
2;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;;https://goo.gl/maps/CPf1pZa8dBJkn6AT6;;;1;0;0;0;0;0;1;D
3;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.2;https://goo.gl/maps/p1oSfCd1hfbtWJ8M6;-16.371842°;-71.512842°;1;0;1;0;0;0;0;D
4;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.1;https://goo.gl/maps/3WiTbRmmGNXEh5ro6;-16.371704°;-71.512976°;1;0;1;0;0;0;0;D
5;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.8;https://goo.gl/maps/vXke13RSHX4sh7zz6;-16.370880°;-71.512818°;1;0;1;0;0;0;0;D
6;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.5;https://goo.gl/maps/UxQMMBE9EAJCvQDL6;-16.373730°;-71.510635°;1;0;1;0;0;0;0;D
7;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.11;https://goo.gl/maps/pbnHd5g4aAKMDtx96;-16.371005°;-71.511410°;1;0;1;0;0;0;0;D
8;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.12;https://goo.gl/maps/bo5pzrmWbtEZyiYs6;-16.371179°;-71.511285°;1;0;1;0;0;0;0;D
9;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.4;https://goo.gl/maps/CTczgzri1iQ5oeTP8;-16.374434°;-71.509374°;1;0;1;0;0;0;0;D
10;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.32;https://goo.gl/maps/X3EBdhqEJAcAUt6R9;-16.370948°;-71.510202°;1;0;1;0;0;0;0;D
11;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.31;https://goo.gl/maps/uRNe4CVBvXPkGf528;-16.371033°;-71.510155°;1;0;1;0;0;0;0;D
12;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.30;https://goo.gl/maps/JUpB11uRcc6wnAUK6;-16.371195°;-71.510044°;1;0;1;0;0;0;0;D
13;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.28;https://goo.gl/maps/M1AEuqr66zKcH32C6;-16.371349°;-71.509915°;1;0;1;0;0;0;0;D
14;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.29;https://goo.gl/maps/jPjHa6TvL5tiT9Po8;-16.371720°;-71.509608°;1;0;1;0;0;0;0;D
15;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.40;https://goo.gl/maps/mVwv77p9mmVMLEtf9;-16.372164°;-71.509256°;1;0;1;0;0;0;0;D
16;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.41;https://goo.gl/maps/ie7LfAPqFAg32rD3A;-16.372292°;-71.509141°;1;0;1;0;0;0;0;D
17;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.42;https://goo.gl/maps/NBSbH8Ua15XYsuQM8;-16.372945°;-71.508616°;1;0;1;0;0;0;0;D
18;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.43;https://goo.gl/maps/Gb6f4iQUKXtDKHsd6;-16.373333°;-71.508322°;1;0;1;0;0;0;0;D
19;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.26;https://goo.gl/maps/WvFhdXFKhkFeGBdh8;-16.371430°;-71.509052°;1;0;1;0;0;0;0;D
20;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.79;https://goo.gl/maps/vdpxYqv8qVhpxa966;-16.370497°;-71.508960°;1;0;1;0;0;0;0;D
21;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.19;https://goo.gl/maps/mmg3prPSGbUcG9G87;-16.369053°;-71.509194°;1;0;1;0;0;0;0;D
22;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.70;https://goo.gl/maps/KeKP9VjvuAMzCsGd9;-16.369962°;-71.508514°;1;0;1;0;0;0;0;D
23;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.21;https://goo.gl/maps/qJbQm2gGRScdDM978;-16.370664°;-71.507951°;1;0;1;0;0;0;0;D
24;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.15;https://goo.gl/maps/W53ZpStJvqNYXbDeA;-16.369122°;-71.509873°;1;0;1;0;0;0;0;D
25;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.16;https://goo.gl/maps/vz5pt6V1e2b6xr3s9;-16.369096°;-71.509841°;1;0;1;0;0;0;0;D
26;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.17;https://goo.gl/maps/WqPttQLGLeTZrzWt8;-16.369086°;-71.509819°;1;0;1;0;0;0;0;D
27;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.18;https://goo.gl/maps/n2RqdGZzfNab771X8;-16.369079°;-71.509801°;1;0;1;0;0;0;0;D
28;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.9;https://goo.gl/maps/32nJktob12UAyCNj9;-16.370240°;-71.511853°;1;0;1;0;0;0;0;D
29;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.13;https://goo.gl/maps/rym8tLsNfs48AipFA;-16.370271°;-71.510802°;1;0;1;0;0;0;0;D
30;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.37;https://goo.gl/maps/ujTc2ucQe2XyQ5cc8;-16.370965°;-71.510693°;1;0;1;0;0;0;0;D
31;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.35;https://goo.gl/maps/a7DbPtUamMiTZYGK7;-16.371626°;-71.510472°;1;0;1;0;0;0;0;D
32;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.76;https://goo.gl/maps/EXXfDAQRAyKiaMir6;-16.371366°;-71.509940°;1;0;1;0;0;0;0;D
33;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.24;https://goo.gl/maps/bDtZCVphRXGNvANa6;-16.370547°;-71.509025°;1;0;1;0;0;0;0;D
34;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.25;https://goo.gl/maps/JG9gXzeNPRgJgkM6A;-16.370553°;-71.509020°;1;0;1;0;0;0;0;D
35;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.46;https://goo.gl/maps/Y5XuW7Y4mhwmi8yU6;-16.372763°;-71.510402°;1;0;1;0;0;0;0;D
36;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.44;https://goo.gl/maps/shXqUfMpr8H1t5Hi8;-16.372034°;-71.509466°;1;0;1;0;0;0;0;D
37;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;;https://goo.gl/maps/iQUbB7tg6FCqwvoe8;;;1;0;0;0;0;1;0;D
38;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;;https://goo.gl/maps/JQqNJQhkvd8tj1Dq6;;;1;0;0;0;0;1;0;D
39;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;;https://goo.gl/maps/zErC4xSJsBSG13QR9;;;1;1;0;0;0;0;0;D
40;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.47;https://goo.gl/maps/kRStxbWJSNNuACCh6;-16.373415°;-71.510104°;1;0;1;0;0;0;0;D
41;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.48;https://goo.gl/maps/SNYnkQYur9iTs8J8A;-16.373266°;-71.509983°;1;0;1;0;0;0;0;D
42;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.49;https://goo.gl/maps/9u2zwKtJm3W2HJXy5;-16.373266°;-71.509970°;1;0;1;0;0;0;0;D
43;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.63;https://goo.gl/maps/ymUdBh5zwU9RdXap8;-16.374488°;-71.510448°;1;0;1;0;0;0;0;D
44;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.64;https://goo.gl/maps/C9YNdmk1jAqifgVz6;-16.374524°;-71.510426°;1;0;1;0;0;0;0;D
45;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;;https://goo.gl/maps/b6d3MbQtMMZ4ReMKA;;;1;0;1;0;0;1;0;D
46;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.3;https://goo.gl/maps/GHiYYFtH5xvQrivm9;-16.373943°;-71.509674°;1;0;1;0;0;0;0;D
47;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.72;https://goo.gl/maps/vyqUNZwx8K4qhVWq8;-16.374595°;-71.509554°;1;0;1;0;0;0;0;D
48;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.73;https://goo.gl/maps/VkYLgrPmhrTgoKbYA;-16.374610°;-71.509539°;1;0;1;0;0;0;0;D
49;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;;https://goo.gl/maps/dPNkTpXgWtQ4prYX6;;;1;1;0;0;0;0;0;D
50;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.51;https://goo.gl/maps/9pQXyJZtcUhSeae2A;-16.373748°;-71.508536°;1;0;1;0;0;0;0;D
51;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.55;https://goo.gl/maps/orwejv93MfbsueDC9;-16.372898°;-71.507434°;1;0;1;0;0;0;0;D
52;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.54;https://goo.gl/maps/zXjgpBCgg1mpoAaw7;-16.372984°;-71.507504°;1;0;1;0;0;0;0;D
53;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.53;https://goo.gl/maps/6WbjEE2cU2jnUcsB8;-16.373006°;-71.507497°;1;0;1;0;0;0;0;D
54;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.56;https://goo.gl/maps/HSirC5Pgn4BpYjJy8;-16.372908°;-71.507429°;1;0;1;0;0;0;0;D
55;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.58;https://goo.gl/maps/8LSjJVewK3gKnfeH9;-16.372908°;-71.507410°;1;0;1;0;0;0;0;D
56;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.57;https://goo.gl/maps/ewZzh7kig2CfGjf4A;-16.372903°;-71.507426°;1;0;1;0;0;0;0;D
57;SEPTIEMBRE;2013;URB. APURIMAC;ALTO SELVA ALEGRE;1.34.59;https://goo.gl/maps/QxoBZRAvq7FRgKLp7;-16.372733°;-71.507257°;1;0;1;0;0;0;0;D
1;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.46;https://goo.gl/maps/PzBSBtTDxuuxfKqK8;;;1;;;;;;;D
2;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.18;https://goo.gl/maps/aeHffCsXV6xaW5et7;;;1;;;;;;;D
3;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.19;https://goo.gl/maps/aeHffCsXV6xaW5et7;;;1;;;;;;;D
4;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.20;https://goo.gl/maps/4hs7Huqfd2DXv1X88;;;1;;;;;;;D
5;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.21;https://goo.gl/maps/4hs7Huqfd2DXv1X88;;;1;;;;;;;D
6;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.22;https://goo.gl/maps/4hs7Huqfd2DXv1X88;;;1;;;;;;;D
7;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.23;https://goo.gl/maps/4hs7Huqfd2DXv1X88;;;1;;;;;;;D
8;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.24;https://goo.gl/maps/map9yMXRFV4yKqNu5;;;1;;;;;;;D
9;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.25;https://goo.gl/maps/1KzqmXy4N3DiXN9dA;;;1;;;;;;;D
10;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.26;https://goo.gl/maps/1KzqmXy4N3DiXN9dA;;;1;;;;;;;D
11;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.27;https://goo.gl/maps/1KzqmXy4N3DiXN9dA;;;1;;;;;;;D
12;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.28;https://goo.gl/maps/1KzqmXy4N3DiXN9dA;;;1;;;;;;;D
13;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.29;https://goo.gl/maps/1KzqmXy4N3DiXN9dA;;;1;;;;;;;D
14;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.16;https://goo.gl/maps/39yV79yj89uXaTH27;;;1;;;;;;;D
15;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.17;https://goo.gl/maps/dji1k6cHPJPh5jxp9;;;1;;;;;;;D
16;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.15;https://goo.gl/maps/EEaK8BJsJ2sJEpen9;;;1;;;;;;;D
17;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.36;https://goo.gl/maps/da8jwAq94xKZEmQz5;;;1;;;;;;;D
18;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.6;https://goo.gl/maps/DnP5EPu13hH8iB8ZA;;;1;;;;;;;D
19;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.7;https://goo.gl/maps/DnP5EPu13hH8iB8ZA;;;1;;;;;;;D
20;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.8;https://goo.gl/maps/DnP5EPu13hH8iB8ZA;;;1;;;;;;;D
21;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.9;https://goo.gl/maps/BT9Hmj2WD1WSWQe27;;;1;;;;;;;D
22;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.10;https://goo.gl/maps/BT9Hmj2WD1WSWQe27;;;1;;;;;;;D
23;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.11;https://goo.gl/maps/BT9Hmj2WD1WSWQe27;;;1;;;;;;;D
24;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.12;https://goo.gl/maps/BT9Hmj2WD1WSWQe27;;;1;;;;;;;D
25;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.33;https://goo.gl/maps/h9JikHDvzgfkJyeB7;;;1;;;;;;;D
26;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.13;https://goo.gl/maps/EzwPjbrMPXishAVXA;;;1;;;;;;;D
27;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.34;https://goo.gl/maps/Y8JfF4on2UoP2rvt6;;;1;;;;;;;D
28;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.35;https://goo.gl/maps/88GfdR4VLKnkRV7D8;;;1;;;;;;;D
29;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.38;https://goo.gl/maps/mUiCSkCvFQNGnbAA9;;;1;;;;;;;D
30;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.1;https://goo.gl/maps/Usy3n5gFn6te3JdMA;;;1;;;;;;;D
31;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.3;https://goo.gl/maps/SmJzXLJ7pGxv612Y7;;;1;;;;;;;D
32;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.47;https://goo.gl/maps/Swa16NLomfBk5AWg6;;;1;;;;;;;D
33;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.4;https://goo.gl/maps/x3TAHyGm1n64pjqo7;;;1;;;;;;;D
34;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.5;https://goo.gl/maps/x3TAHyGm1n64pjqo7;;;1;;;;;;;D
35;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.26.7;https://goo.gl/maps/ddFBMWH5ngb7HiJP8;;;1;;;;;;;D
36;AGOSTO;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.26.6;https://goo.gl/maps/ddFBMWH5ngb7HiJP8;;;1;;;;;;;D
37;SEPTIEMBRE;2013;COOP. DE VIV. LOS EUCALIPTOS;ALTO SELVA ALEGRE;1.27.31;https://goo.gl/maps/7PhUwmntaw1kgoRc7;;;1;;;;;;;D
